ID	AlternateID	Annotation
gene_1017		product_name=Protein of unknown function (DUF3659)-domain containing protein
gene_2261		product_name=glucan endo-1%2C3-beta-glucosidase eglC
gene_2301		product_name=Polyketide synthase dehydratase-domain containing protein
gene_122		product_name=Ribosomal subunit 39S-domain containing protein
gene_124		product_name=protein kinase C substrate
gene_168		product_name=geranylgeranyl transferase type 2 subunit beta
gene_191		product_name=hypothetical protein
gene_205		product_name=Gamma-glutamyltranspeptidase-domain containing protein
gene_211		product_name=hypothetical protein
gene_265		product_name=zinc-binding oxidoreductase
gene_282		product_name=hypothetical protein
gene_295		product_name=SNF2 family N-terminal domain-domain containing protein
gene_341		product_name=ATP-dependent RNA helicase pitchoune
gene_342		product_name=hypothetical protein
gene_373		product_name=Beta-lactamase/transpeptidase-like protein
gene_375		product_name=hypothetical protein
gene_384		product_name=Lactonase%2C 7-bladed beta-propeller-domain containing protein
gene_385		product_name=efflux pump antibiotic resistance protein
gene_399		product_name=Ser/Thr protein phosphatase family protein
gene_450		product_name=hypothetical protein
gene_456		product_name=hypothetical protein
gene_472		product_name=Male sterility protein-domain containing protein
gene_485		product_name=putative transporter
gene_499		product_name=myosin regulatory light chain cdc4
gene_518		product_name=amino acid permease
gene_581		product_name=hypothetical protein
gene_591		product_name=or S-antigen%2C nitrogen terminal domain protein
gene_661		product_name=hypothetical protein
gene_698		product_name=hypothetical protein
gene_920		product_name=Major facilitator superfamily domain-containing protein
gene_978		product_name=hypothetical protein
gene_1009		product_name=C6 transcription factor
gene_1011		product_name=putative dehydrogenase domain protein
gene_1054		product_name=hypothetical protein
gene_1126		product_name=hypothetical protein
gene_1139		product_name=hypothetical protein
gene_1193		product_name=DEAD/DEAH box helicase
gene_1215		product_name=hypothetical protein
gene_1232		product_name=poly(A) polymerase pla1
gene_1237		product_name=Cytochrome P450
gene_1243		product_name=MFS multidrug transporter
gene_1299		product_name=ras GTPase-activating protein family IQGAP
gene_1387		product_name=DNA replication regulator sld2
gene_1478		product_name=hypothetical protein
gene_1579		product_name=hypothetical protein
gene_1596		product_name=F-box domain protein
gene_1673		product_name=Alpha/Beta hydrolase fold
gene_1756		product_name=UV excision repair protein rhp23
gene_1766		product_name=synaptic vesicle transporter
gene_1775		product_name=Amino acid/polyamine transporter I
gene_1795		product_name=C2H2 transcription factor
gene_1840		product_name=ABC multidrug transporter
gene_1929		product_name=hypothetical protein
gene_2015		product_name=hypothetical protein
gene_2075		product_name=Domain of unknown function (DUF1996)-domain containing protein
gene_2084		product_name=hypothetical protein
gene_2127		product_name=hypothetical protein
gene_2130		product_name=hypothetical protein
gene_2186		product_name=WD repeat-containing protein
gene_2211		product_name=C6 transcription factor
gene_2232		product_name=hypothetical protein
gene_2244		product_name=polyketide synthase
gene_2271		product_name=Fungal specific transcription factor domain-domain containing protein
gene_2281		product_name=protein kinase
gene_2284		product_name=hypothetical protein
gene_2361		product_name=Fungal specific transcription factor domain-domain containing protein
gene_2364		product_name=monooxygenase
gene_10		product_name=CAP domain-containing protein
gene_276		product_name=Glycoside hydrolase superfamily
gene_443		product_name=Heterokaryon incompatibility protein (HET)-domain containing protein
gene_609		product_name=hypothetical protein
gene_713		product_name=hypothetical protein
gene_954		product_name=DNA mismatch repair protein Msh4
gene_1532		product_name=hypothetical protein
gene_1869		product_name=hypothetical protein
gene_1935		product_name=hypothetical protein
gene_1982		product_name=hypothetical protein
gene_2339		product_name=hypothetical protein
gene_3		product_name=hypothetical protein
gene_20		product_name=Sugar (and other) transporter-domain containing protein
gene_26		product_name=hypothetical protein
gene_272		product_name=alkyl sulfatase
gene_285		product_name=hypothetical protein
gene_500		product_name=Fungal specific transcription factor domain-domain containing protein
gene_1046		product_name=Protein kinase-like domain-containing protein
gene_1056		product_name=phosphatidylserine decarboxylase family protein
gene_1433		product_name=Armadillo-type fold
gene_1829		product_name=hypothetical protein
gene_2040		product_name=hypothetical protein
gene_2273		product_name=hypothetical protein
gene_11		product_name=hypothetical protein
gene_18		product_name=hypothetical protein
gene_30		product_name=hypothetical protein
gene_38		product_name=hypothetical protein
gene_111		product_name=hypothetical protein
gene_115		product_name=hypothetical protein
gene_125		product_name=hypothetical protein
gene_150		product_name=expressed protein
gene_174		product_name=dehydrogenase with different specificitie
gene_206		product_name=hypothetical protein
gene_214		product_name=hypothetical protein
gene_243		product_name=hypothetical protein
gene_250		product_name=cytochrome protein
gene_289		product_name=Mss4-like protein
gene_304		product_name=glycine-rich RNA-binding protein
gene_356		product_name=putative transporter
gene_365		product_name=hypothetical protein
gene_405		product_name=putative zinc finger protein
gene_410		product_name=cellular morphogenesis protein
gene_434		product_name=expressed protein
gene_461		product_name=cytochrome P450 monooxygenase
gene_465		product_name=hypothetical protein
gene_471		product_name=Protein of unknown function (DUF890)-domain containing protein
gene_490		product_name=Nucleophile aminohydrolases
gene_491		product_name=integral membrane protein
gene_493		product_name=MOSC domain protein
gene_501		product_name=nuclear transport regulator
gene_503		product_name=5-formyltetrahydrofolate cyclo-ligase
gene_504		product_name=protein rot1
gene_520		product_name=Amino acid/polyamine transporter I
gene_529		product_name=hypothetical protein
gene_537		product_name=hypothetical protein
gene_585		product_name=hypothetical protein
gene_622		product_name=phosphoglycerate dehydrogenase
gene_636		product_name=hypothetical protein
gene_700		product_name=hypothetical protein
gene_701		product_name=Nineteen complex-related protein 2-domain containing protein
gene_708		product_name=hypothetical protein
gene_711		product_name=hypothetical protein
gene_746		product_name=hypothetical protein
gene_759		product_name=hypothetical protein
gene_772		product_name=hypothetical protein
gene_778		product_name=hypothetical protein
gene_796		product_name=putative 60S ribosomal protein L22
gene_804		product_name=sugar transporter
gene_809		product_name=hypothetical protein
gene_832		product_name=60S ribosomal protein L29
gene_840		product_name=pyridoxal/pyridoxine/pyridoxamine kinase
gene_843		product_name=protein mesa
gene_846		product_name=RNA binding protein
gene_847		product_name=hypothetical protein
gene_877		product_name=Protein of unknown function (DUF3712)-domain containing protein
gene_980		product_name=peptidyl-prolyl cis-trans isomerase cyp15
gene_984		product_name=hypothetical protein
gene_996		product_name=branched-chain amino acid aminotransferase/4-amino-4-deoxychorismate lyase
gene_1003		product_name=monooxygenase
gene_1006		product_name=hypothetical protein
gene_1031		product_name=hypothetical protein
gene_1041		product_name=hypothetical protein
gene_1052		product_name=hypothetical protein
gene_1055		product_name=MFS multidrug transporter
gene_1078		product_name=hypothetical protein
gene_1104		product_name=Fungal specific transcription factor domain-domain containing protein
gene_1151		product_name=Auxin efflux carrier
gene_1154		product_name=choline kinase
gene_1162		product_name=threonine dehydratase
gene_1168		product_name=fungal-specific transcription factor
gene_1189		product_name=hypothetical protein
gene_1212		product_name=hypothetical protein
gene_1220		product_name=Aromatic prenyltransferase
gene_1221		product_name=Fungal specific transcription factor domain-domain containing protein
gene_1231		product_name=homoserine acetyltransferase family protein
gene_1235		product_name=CDC45 family
gene_1240		product_name=Protein kinase-like domain-containing protein
gene_1244		product_name=hypothetical protein
gene_1245		product_name=Thioesterase-like superfamily-domain containing protein
gene_1258		product_name=hypothetical protein
gene_1262		product_name=Emopamil-binding protein
gene_1263		product_name=Uncharacterized conserved protein (DUF2347)-domain containing protein
gene_1303		product_name=N-acetylglucosaminyl transferase component Gpi1
gene_1317		product_name=Frag1/DRAM/Sfk1 family-domain containing protein
gene_1319		product_name=mRNA cleavage and polyadenylation factor II complex%2C subunit CFT2
gene_1320		product_name=amino acid transporter
gene_1341		product_name=hypothetical protein
gene_1344		product_name=dystonin%2C GAS
gene_1384		product_name=Fungal specific transcription factor domain-domain containing protein
gene_1385		product_name=putative C6 transcription factor
gene_1394		product_name=Esterase-like activity of phytase-domain containing protein
gene_1396		product_name=hypothetical protein
gene_1418		product_name=hypothetical protein
gene_1421		product_name=hypothetical protein
gene_1426		product_name=NAD-dependent aldehyde dehydrogenase
gene_1446		product_name=hypothetical protein
gene_1481		product_name=syntaxin
gene_1482		product_name=P-loop containing nucleoside triphosphate hydrolase protein
gene_1499		product_name=hypothetical protein
gene_1500		product_name=alpha-mannosidase
gene_1505		product_name=hypothetical protein
gene_1511		product_name=hypothetical protein
gene_1516		product_name=Fungal specific transcription factor domain-domain containing protein
gene_1518		product_name=benzoate 4-monooxygenase cytochrome P450
gene_1523		product_name=hypothetical protein
gene_1525		product_name=hypothetical protein
gene_1535		product_name=permease of the major facilitator superfamily
gene_1558		product_name=hypothetical protein
gene_1560		product_name=hypothetical protein
gene_1581		product_name=hypothetical protein
gene_1583		product_name=N-terminus of kinetochore NMS complex subunit Spc7-domain containing protein
